job_title,address,employment_type,seniority,min_experience,job_categories,salary_type,salary_range,job_description,job_skills
 , , , , , , , , , 
Data Scientist cum Engineer (Contract),111 North Bridge Road 179098,Contract,Senior Executive,5 years exp,Information Technology,Monthly,"$7,000to$8,000","Zenith Infotech  has been in the business since 1997, providing tech recruitment services to our clients from government bodies and reputable corporate clients.

Currently, one of our client is looking out for Data Scientist cum Software Engineer, 1 year contract role. 

Requirement : 

You have a minimum of 5 years software experiences, where you would have understood the process of negotiating and unraveling the nitty gritty details of your customer or user’s datasets
You should have a good repertoire of software tools and programming languages to which you can apply to building an MVP or enterprise ready product
You have experience setting up Spark and using it for batch processing, and possibly streaming experience with Flink or Kafka.
Good to have experience with natural language processing
You should have good working knowledge about Machine Learning and or Deep Learning algorithms in the realm of supervised, unsupervised, reinforcement not limited to ANN, CNN, RNN, GAN
You should have good working knowledge in statistical classification domain eg. Logistic Regression, K-nn, Kernel SVM, Naïve Bayes, Decision Tree, Random Forest, Clustering domain e.g. K-means clustering, hierarchical clustering
You should have a good understanding of applying gradient boosting in regression and classification problems. E.g. XGBoost and in anomaly detection and outlier detection techniques e.g. DBSCAN, Gaussian Mixture Models
You would have working knowledge of Java & Python and you should be able to explain the underlying mechanics in addition to the theoretical Machine/Deep Learning model
You would have good working knowledge of the Machine Learning and Deep Learning toolkits available in OSS, commercial software
Worked in a squad or guild team setup and understand the agile processes, ceremonies and appreciates them
You are an open, strong communicator who communicates effectively across teams, locations and cultures, in-person and virtually
You are autonomous and know how to adapt quickly and drive change for the better
You bloom in a team and like working in a collaborative environment
You agree that data over opinion is a healthy and an important mentality
","['Machine Learning', 'Logistic Regression', 'Big Data', 'Natural Language Processing', 'Hadoop', 'Mathematics', 'XGBoost', 'Agile', 'Spark', 'Data Mining', 'SQL', 'Python', 'Anomaly Detection', 'Statistics', 'Data Science', 'Java', 'Data Analytics']"
Sr Mechanical Design Engineer (Data Centre),0 Kallang Place 339213,Permanent,Senior Executive,2 years exp,Engineering,Monthly,"$4,500to$5,500","Industry: Data Centre
Competitive remuneration package
Permanent role

Responsibilities:

Execute technical qualification, planning and development of technical solutions for      pre-deals, as the Technical Solutions Manager and/or Head of Department may direct
Manage and generate technical solutions, project cost and planning structure for prospective deal engagements and investment approvals
Obtain proposals and carry out assessment, selection, appointment, and management of consultants for the development of design and cost estimation
Support project team during the whole course of project execution, such as executing projects’ quotation and tendering process for various packages, such as main contractors, sub-contractors, vendors, suppliers etc., in accordance with      the approved procurement process
Organize and conduct meetings with stakeholders, such as clients, asset owners, consultants, contractors, vendors, suppliers etc., to address all technical related      matters during the whole course of project execution and client’s engagement
Perform tracking on the progress of solutions development and project cost, against the approved schedule during pre-project investment approval stage, for timely handover to client, asset owners and operations team respectively
Perform assessment on technical solutions, such as potential risks and mitigation measures, compliance to the requirements and standards etc.

Requirements:

Bachelor’s Degree, preferably in Mechanical Engineering
Minimum 1-2 years of working experience in mission critical environment or M&E QS background
Ability to carry out high level review of design drawings & documentations
Familiar with design and procurement processes
Ability to manage internal and external stakeholders, technical & non-technical
Genuine interest in problem-solving and proactive in exploring solutions
Strong critical thinking skills with good communication skills, both spoken and written

Job ID: QW65X999

All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.

Kindly email your resume in a detailed Word format to carlo@peopleprofilers.com

We regret that only shortlisted candidates will be notified


People Profilers Pte Ltd
20 Cecil Street, #08-09 PLUS Building Singapore 049705
+65 6950 9747

EA Licence Number: 02C4944
Registration Number: R1100011
EA Personnel: Carlo Antonio Dela Cruz","['Cecil', 'Tolerance', 'Data Centre environments', 'Critical Thinking', 'Solidworks', 'Electrical', '3D', 'Fabrication', 'Data Centre', 'Procurement', 'Data Centre Facilities Management', 'Good Communication Skills', 'AutoCAD', 'Assembly', 'Tendering', 'Manufacturing', 'CAD', 'Project Cost', 'Mechanical Engineering']"
"Senior Vice President, Data Engineering",78 AMOY STREET 069897,"Permanent, Full Time",Manager,8 years exp,"Banking and Finance, Consulting",Monthly,"$10,000to$20,000","Responsibilities:

Manage projects under one or more accounts
Oversee the implementation and quality control of projects with regards to both budget, timeline and quality delivery
Identify opportunities, articulate Synpulse value, and facilitate sales and contract negotiations for new and existing clients
Independently drive the success of client projects by managing a team of consultants, directing activities, ensuring high quality deliverables and timely submission
Effectively interpret and communicate results from analysis to the business and our client’s stakeholders
Drive and develop the Data Engineering practise within Synpulse by providing guidance to your juniors

What we’re looking for:

At least 8 years of experience working in the Financial Services sector on big data project implementations
Expert knowledge of at least one big data technology such as Spark, Hadoop, or Elasticsearch
Experience of building data processing pipelines for use in production “hands off” batch systems, including either (or preferably both) traditional ETL pipelines and/or analytics pipelines
Strong coding experience in the likes of Scala or Java
Coding experience using Python
Client facing experience, good communication and presentation skills
Bachelor’s Degree in Computer Science, Physics, Mathematics, or similar degree or equivalent
Enthusiasm to learn and develop emerging technologies and techniques
Strong technical communication skills with demonstrable experience of working in rapidly changing client environments
Demonstrate strong analytical and problem-solving skills and the ability to debug and solve technical challenges with sometimes unfamiliar technologies

It’s a bonus if you have:

A background in AML, KYC, screening, regulatory compliance or fraud is highly advantageous
Have worked on a variety of complex data orientated projects for financial services clients
Have a good understanding of computer science and preferable come from a software engineering background or other scientific degree incorporating IT modules (e.g., Math/Physics)
Have exposure to Agile, especially SCRUM
Ability and willingness to travel
Experience working with a variety of modern development tooling (e.g., Git, Gradle, Jenkins, Nexus) as well as technologies supporting automation and DevOps (e.g., Ansible, Chef, Puppet, Docker and a little bit of good old Bash scripting)
Have an excellent appreciation of what makes a high quality, operationally stable system and how to streamline all areas of development, release and operations to achieve this

Benefits

Snacks & Drinks
Health Insurance
Robust Career Path
Academy Program with Buddy-Mentor

WE

Want to transform what banking means with you!
Are inclusive and diverse
Are committed to creating a flexible, supportive work environment that helps you effectively manage your work and family commitments
Embrace innovate-thinking and entrepreneurship in everything we do
Are award winning and known for our commitment to outcomes
Apply the latest tech and new ways of working
Support your personal growth

Apply by sending us CV and a short summary of you.","['Puppet', 'Grocery', 'Public Policy', 'Capacity Building', 'Data Engineering', 'Fraud', 'Technical Architecture', 'Technical Communication', 'Banking', 'AML', 'Presentation Skills', 'Articulate', 'Health Insurance', 'Directing', 'Financial Services']"
 , , , , , , , , , 
Medical Data Associate (Clinical / Research),"211 HENDERSON, 211 HENDERSON ROAD 159552",Full Time,Executive,1 year exp,Others,Monthly,"$3,800to$4,500","Key responsibilities:
· Based on an in-depth understanding of Lucence's technology and product portfolio and medical science, interpreting genomic alterations in appropriate clinical contexts and reporting (for both clinical and research samples) results accurately and timely following established procedures.
· Working closely with the Medical Data Science team in the curation and maintenance of database - evaluating scientific publications/clinical studies and integrating functional effects of genomic variants and their associated diseases using standard terminologies and established guidelines.
· Writing, maintaining, and updating workflows and protocols for clinical reporting pipeline.
· Participating in research-oriented projects for clinical validation of tests (in collaboration with external organizations).
· Participating in internal and external quality assurance programs.
· Performing other relevant duties as assigned.

To be a good fit for this role, you would have:
• ﻿At least a degree in Biomedical Science, Life Sciences or its equivalent.
• Familiarity/good understanding in molecular techniques, genetics and NGS applications. Prior experience in research/clinical, in the field of cancer biology/genetics is a plus.
• Good communication and presentation skills and an ability to write short summary reports.
• The ability to work independently as well as in a team.
• Exceptional attention to detail.
• Flexibility in working on weekends, public holidays, from 8 am to 6 pm, based on staff rosters.
• Strong self-motivation, resilience, adaptability, and a keen interest in learning.
• COVID-19 Vaccination Requirement: Fully Vaccinated.

The following will also be a plus:
• Knowledge in genomic medicine and liquid biopsy; and
• Fluency in variant annotation and interpretation and use of genome databases such as COSMIC, ClinVar, Varsome, Ensembl and OncoKB; and
• Ability to interpret genomic data in patient- and treatment-specific contexts following established procedures.","['Clinical Research', 'Ability To Work Independently', 'Site Management', 'Medicine', 'Alterations', 'Interpreting', 'Protocol', 'Adaptability', 'Attention to Detail', 'Writing', 'GCP', 'Data Science', 'Life Sciences', 'Genetics', 'Databases', 'Clinical Monitoring']"
 , , , , , , , , , 
Senior Analyst / Associate (Data Centre),"SAMSUNG HUB, 3 CHURCH STREET 049483","Permanent, Full Time",Senior Executive,2 years exp,"Banking and Finance, Real Estate / Property Management",Monthly,"$5,000to$6,500","We are recruiting for a Senior Analyst/Associate for an upcoming Data Centre Fund and you will be part of an inaugural team with a APAC mandate.

Reporting to the Director and Managing Director, you will be assisting in cash flow modelling such as building and running cash flow models for investment/asset/portfolio management. You will be reviewing monthly property report and update the cash flow model of each asset as well as integrating the asset level cash flow models into fund model for returns forecasting and run asset sensitivities & hold/sell analysis.

You will also organise and present supporting materials for investment analysis, prepare written reports and make presentations levels for approval, you will also be looking at returns calculation, sensitivities and all analytics. You will also assist in overseeing performance of assets by analyzing asset performance vs. market benchmarks, managing partner relationships which involves the regular review of tenancy mix, asset positioning and implementation of effective marketing plans and control of operating expenses to maximize net operating income from assets. You  will assist in asset annual budget and annual business planning process, including formulating asset level strategies to maximize returns to the fund.

You will also support deal closing, due diligence and seeing through the entire process till completion of deals. You will support closing of acquisition/disposition including the coordinating and obtaining of all required internal approvals; setting up and maintaining of all data/transaction files.

You will be assisting in portfolio monitoring of existing investments and perform regular reporting functions including understanding of annual business plans for assets under management as well as monthly asset management reports to investors.

Requirements

You are Degree qualified in Real Estate / Finance / Accountancy / Commerce / Business Administration from leading university, preferably with good quantitative skills and a foundation in finance and financial analysis. You have at least 2 years of professional experience in a real estate fund/financial institutions/developer/financial advisory firms, particularly in corporate finance/fund raising/investments.

You are highly competent in financial modelling, research, quantitative as well as sharp analytical, research, problem solving skills and communication skills.

All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.

Please apply with your CV in word document format. We regret to inform that only shortlisted candidates will be notified. For other positions related to real estate, please go to https://careers.tri-cap.com.sg/.

EA Licence: 17C8777
​EA Personnel: R1109270","['Forecasting', 'Asset Management', 'Due Diligence', 'Investment Analysis', 'Recruiting', 'Investments', 'Property', 'Administration', 'Marketing', 'Business Planning', 'Financial Modelling', 'Financial Analysis', 'Communication Skills', 'Real Estate', 'Cash Flow']"
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
Data Entry Clerk - Part Time,"8 @ TRADEHUB 21, 8 BOON LAY WAY 609964",Part Time,Non-executive,1 year exp,"Admin / Secretarial, Building and Construction",Monthly,$12to$15,"Job Descriptions

Perform all data entry and general administrative tasks, such as answering phones and responding to emails. 
Update, maintain workers data records and information.
Scanning and filing.
Salary Range: $12 - $15 / hr

Job Requirements:

1 - 2 years of relevant work experience in Singapore.
Prior administrative experience in an advantage.
Excellent written and verbal communication skills.
Strong organizational and effective time management skills.
Proficient in Microsoft Office.
Possess strong attention to detail and accuracy in data entry submission.
Able to multitask and work under pressure.
Able to prioritize tasks and meet tight deadlines, in a fast paced environment.
Able to work independently and as part of a team.
Able to work immediately or with short notice.
","['Able To Multitask', 'Microsoft Office', 'Ability To Work Under Pressure', 'Verbal Communication', 'Strong Attention To Detail', 'database accuracy', 'ensuring data accuracy', 'accuracy of data', 'Written Communication', 'Data Entry', 'Excellent Written Communication Skills', 'Time Management', 'Time Management skills', 'Written & Verbal Communication Abilities', 'Work in a Fast Paced Environment', 'Oral & Written Communication Skills', 'Able To Work Independently', 'Accuracy and precision']"
Senior Data Scientist I (NLP expert),71 AYER RAJAH CRESCENT 139951,Full Time,Senior Executive,3 years exp,"Engineering, Healthcare / Pharmaceutical, Professional Services",Monthly,"$6,500to$9,000","Who we are
Holmusk is building the largest Real-World Evidence platform, starting with behavioral health. Combining a leading behavioral health database with AI-powered analytics and digital solutions, we are advancing the frontier of evidence generation and fueling innovation.

At Holmusk, we have the privilege of collaborating with internationally renowned psychiatrists/ specialists in behavioral health. We collaborate with established pharmaceutical companies and clinical institutions primarily on behavioral health. We take pride in our diverse workforce and inclusive culture. We believe it takes all kinds of people to build the best products and bring real change to the healthcare space.

Whom are we looking for
We are looking for a NLP expert for the Senior Data Scientist-I (NLP) position based in Singapore. The SDS-I will serve as the in-house expert for NLP algorithms applied to healthcare problems and would be responsible for driving the custom NLP projects/ solutions for enrichment of Holmusk’s real world behavioral health database. If this description excites you, come join a diverse and collaborative team of engineers, designers, data scientists, health and business professionals who are passionate about improving healthcare.

If this description excites you, come join a diverse and collaborative team of engineers, designers, data scientists, health and business professionals who are passionate about improving healthcare.

What is in it for you

Opportunity to collaborate with leading SME-s from Mental Health space globally including the US, UK, SG and PRC
Opportunity to work in a collaborative environment that encourages creativity
Publish research findings in international peer reviewed journals
Make major impact on the behavioral health space globally
Flexible work schedules

Responsibilities

Comprehend requirements for extraction of specific data from unstructured clinician’s notes for the development, training & validation of NLP models
Conduct literature survey on NLP and decide on appropriate NLP frameworks to meet specific end goals
Understand the underlying biology/etiology of mental health disorders, care delivery patterns etc. to facilitate annotations for NLP and model development
Work on developing NLP models in collaboration with junior data scientists which encompasses code review, maintenance of code repositories and code/ model versioning
Develop strategies for interpreting model insights
Ensure scientific rigor in model development
Oversee project development and communicate project updates effectively to managers
Creation of material including model insights and use cases as required by managers
Acquire domain knowledge on behavioral health to be able to communicate with subject matter experts confidently

Requirements

PhD in Computer Science, Engineering, Statistics, Applied Mathematics, Bioengineering or related fields
Prior experience in driving NLP based projects
Have deep knowledge of NLP concepts including but not limited to: Language models like BERT, XLNet, StructBERT etc.; Recurrent Networks, LSTM/ GRU-s, Attention Mechanisms, Transformers, Encoder-Decoder architectures, Siamese Networks; NLP metrics e.g., the BLEU score, Rouge scores, Triplet loss etc.; New models like Reformers, Longformers; Probabilistic NLP algorithms
Experience in model development and analysis using Scikit-learn, Pandas, Numpy, Tensorflow 2.0 and PyTorch
Knowledge of relational databases and SQL
Have familiarity with AWS facilities
Excellent communication, interpersonal relationship skills and a strong team player

Other skillsets that will be an added advantage

Publications on projects using NLP
Prior experience in information extraction using language modeling
Prior experience in ML model deployment / containerization / MLOps on AWS
Automatic hyperparameter optimization (Keras Tuner/ Hyperopt etc)
","['TensorFlow', 'Pandas', 'Modeling', 'Natural Language Processing', 'Healthcare', 'Behavioral Health', 'Keras', 'Computer Science', 'Information Extraction', 'Interpreting', 'PyTorch', 'SQL', 'Mental Health', 'Statistics', 'Evidence', 'language models', 'Databases', 'Applied Mathematics']"
Network Data Professional - Routing and Switching,"BHARAT BUILDING, 3 RAFFLES PLACE 048617",Permanent,Professional,4 years exp,Information Technology,Monthly,"$5,500to$8,000","Below is the Job Description -
a) Manage network infrastructure such as internet links, traffic shapers, routers, and switches
b) Support in daily operations on incident management, problem(s) / issue(s) remediation, and service(s) restoration
c) Fulfilling of service request(s) following the Change Management procedure.
d) Track and assess all announcements and/or advisories (from device principal, IT Security Team, Government IT Security Incident Response (GITSIR) Team, etc. on patches on vulnerabilities, software bugs and firmware upgrades for network devices.
e) Planning and applying of devices’ security patches and firmware upgrades in accordance with the severity.
f) Preparation of monthly reports on operational issues, link performance, patch status for all DMZ network equipment.
g) Create and maintain documentations of network configuration, network diagram, mapping, processes, and service records.
h) Any other tasks assigned by the Institute
Qualification and Skills for Network Data Engineer:
i) Relevant Diploma or bachelor’s degree in Computer Engineering (or equivalent).
j) Candidate must have minimum CCNP certification (routing & switching).
k) At least 3 years of strong experience supporting a campus network infrastructure, with in-depth hands-on experience on network devices such as Cisco Nexus switches, Catalyst switches, ASR Routers, Networking Monitoring Tools, etc.
l) Knowledge on network compliance is an added advantage.
m) Excellent problem-solving skills in a multi-tasking, fast-paced and complex work
environment.
n) Good communication skill and written skills in English, positive attitude, team player, resourceful and resolve problems independently.","['Switches', 'Remediation', 'Announcements', 'Change Management', 'CCNP', 'Routing', 'Compliance', 'Networking', 'Written Skills', 'Firmware', 'Routers', 'Team Player', 'Incident Management']"
 , , , , , , , , , 
"Senior Manager, Data Science & Business Intelligence","STARHUB GREEN, 67 UBI AVENUE 1 408942","Permanent, Full Time",Manager,10 years exp,"Engineering, Telecommunications",Monthly,"$12,000to$15,000","Job Title: Senior Manager, Data Science & Business Intelligence
Job purpose
You will lead the Data Science and BI function and to manage the governance, collection, measurement, and visualisation of data, build and enhance data science models to drive business objectives and identify opportunities to improve processes and strategies with technology solutions for Data Science and BI.
Responsibilities
Analytics:
* Conduct monthly deep dives on consumer segment performance (Sub-base, ARPU, Revenue and margins) with a second level insights on product performance by consumer segments.
* Define, measure, and communicate key performance indicators for consumer segment.
* Perform complex analysis and modeling for segment by multiple products for GTM activities, with the goal of maximizing revenue, market share and minimizing risk.
* Assist in segment GTM by identifying key drivers for business case/sponsorship and post mortem evaluation, effectiveness of campaigns
* Provide actionable recommendations for opportunities that support business objectives identified through ongoing program and customer measurement.
Data Science
* Use advanced analytics techniques and models to drive business decisions and impact
* Proactively look for new innovative ways to better understand our customers needs and behaviours to drive actionable insights
* Regularly measure existing model performance to improve churn, upsell and cross sell KPI’s
* Continuously look at how we can enrich our data to create new segments and potential target groups
Data & Business Intelligence :
* Provide data and regular reports to the business teams to enhance current strategy for churn, retention, cross and up sell to meet business objectives.
* Manage and continuously improve the performance dashboards and look for opportunities to improve efficiency across the business through new interactive deep dive dashboards
* Oversee the deployment of data to the data warehouse and continuously update and enhance it to keep up with changing business needs.
* Explore and include new data sources in the data warehouse for data science, analytics, digital rewards and campaign management
* Define, measure, and communicate key performance indicators for consumer segment.
Team Leadership
* Manages a small team across data science, data engineering and data visualisation
* Coach, retain and grow the team’s capability and skillsets with an emphasis on empowering the team
* Create an environment of continuous business improvement and a culture of innovation
* Form part of the CLM leadership team and add value across Customer Insights, Campaign Strategy and Digital Rewards
* Manage and continuously evaluate the existing BI and Data Science tools for optimal performance
Requirements
* Degree in Statistics, Mathematics, Economics Engineering or similar field with at least 10 years of data science and analytical work experience in a related role, ideally 3+ in the telco industry
* Prior experience using Python, R, SAS, SQL, Data Robot or a similar tool
* Experience utilising Visualisation tools – Tableau, PowerBI or similar tool
* Quantitative and comfortable working with large amounts of data
* A self-starter with analytical curiosity and strong business acumen
* Strong analytical skills with an eye for an insight and the ability to make data driven recommendations
*We regret that only shortlisted candidates will be notified.","['Tableau', 'Business Intelligence', 'Analytical Skills', 'Modeling', 'Mathematics', 'Business Acumen', 'Technology Solutions', 'Economics', 'Data Engineering', 'PowerBI', 'SQL', 'Team Leadership', 'Python', 'Statistics', 'Data Science', 'Data Visualisation']"
 , , , , , , , , , 
Backend Software Engineer (Time Series Data Warehouse) - Cloud Infrastructure,1 RAFFLES QUAY 048583,Full Time,Professional,3 years exp,Information Technology,Monthly,"$10,000to$20,000","TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. 

Why Join Us
At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok.

The time series data warehouse team is committed to creating high-performance enterprise warehouse products that empowers our users to make efficient data-driven decisions. You will be part of a talented team which will be responsible for building the next-generation, cloud-native and high-performance data warehouse while facing unique, exciting and unprecedented challenges.

Responsibilities
- Participate in the design and implementation of timeseries data warehouse platforms and tools;
- Deeply exploring business-oriented scenarios and providing practical solutions;
- Build and develop batch and streaming data warehouses to support business growth;
- Develop time series data warehouse platforms to serve multiple tenants.

Qualifications
- Bachelor's or higher degree in computer science, software engineering, or related fields;
- More than 3 years of experience with C++ or Java program development (at least one), pursue high-quality code and focus on code engineering quality;
- Solid knowledge of Linux system, proficient in multi-threading, network programming, and distributed development in any programming language;
- In-depth understanding of the implementation principles surrounding distributed systems, proficient in key technologies of distributed storage and computing with practical experience;
- Good at independent thinking, able to proactively identify problems, and have systematic problem analysis and problem solving skills.

Preferred Qualifications
- Experience in the development or optimization of TSDB such as OpenTSDB, Influxdb, M3, Prometheus or Karios;
- Experience in data warehouses technique and related production experience;
- Experience in SQL and Hadoop eco-system (e.g. Hive, HDFS, Yarn, MapReduce);
- Experience with Storm/Spark/Flink is a plus;
- Contributor/Committer of the open-source community is a plus.

TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.","['Program Development', 'Kubernetes', 'Multithreading', 'Azure', 'Hadoop', 'Software Engineering', 'MapReduce', 'Distributed Systems', 'Docker', 'ITIL', 'Ansible', 'S3', 'Virtualization', 'Linux', 'C++']"
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
Data Protection Office – Senior Associate,"MARINA ONE EAST TOWER, 7 STRAITS VIEW 018936","Permanent, Full Time",Senior Executive,3 years exp,"Consulting, Information Technology, Risk Management",Monthly,"$3,000to$6,500","We believe that challenges are better solved together. That's why you'll join a diverse, global community of solvers - an unexpected mix of people that come together to build trust in society and solve important problems. With us, you are encouraged to lead with your heart and values, and where your unique skills are developed and put to work in unexpected and exciting ways, superpowered by technology.

How will you value-add?
Facilitating compliance through accountability, building clients’ trust and safeguarding the firm’s data and reputation are at the heart of the Data Protection Office. A career in the Data Protection Office provides you with a great opportunity to drive continuous data protection improvements and promote a positive data culture.
We are currently seeking a suitable candidate to join the team as an Assistant Manager to provide support to the DPO team in developing guidance and monitoring compliance with applicable laws and regulations, contractual obligations as well as internal policies and procedures.

Key responsibilities:

Assist with implementing global policies and developing local policies and guidance in the areas of data protection and privacy, with a view for efficiency through the use of technology
Assist with reviews to ensure privacy and data protection compliance and proactively address potential privacy and data protection issues
Assist with investigations and advise on security incidents or privacy complaints and undertake reporting and remedial actions as necessary
Assist with data protection control reviews as part of technology risk assessments
Support the incident management process
Support Legal and Risk Management processes around privacy and data protection issues in contract negotiations and client relationships
Assist with developing training material on data protection and privacy
Assist with periodic internal and external reporting
Assist with developing and maintaining content on internal data protection portals
Assist with ad-hoc projects

About you

At least 3+ years of experience in any of these areas - IT security, IT audit, data security, data risk and compliance
Be well spoken, resourceful and a team player who has the confidence and maturity to interact effectively with all levels of staff within the firm.
Strong analytical and problem-solving skills with an eye for detail and accuracy
Possess a high level of resilience and positive work attitude
Willingness to learn and deliver timely and quality results to internal stakeholders
Good writing skills (English) is a plus
","['Information Security', 'Governance, risk and compliance', 'Microsoft Excel', 'Data Security', 'Risk Management', 'Compliance', 'Employee Training', 'IT Audit', 'Communication Skills', 'Incident Management']"
DATA ENGINEER /  ANALYST (PART TIME),"TRADEHUB 21, 18 BOON LAY WAY 609966",Part Time,Fresh/entry level,1 year exp,Others,Monthly,"$1,500to$1,800","Includes but is not limited to the following.
- Carry out data preparation (extract data from company systems & cleanse data).
- Analyse data and derive insights by using Power BI that derive productivity, quality, and safety improvements. Produce meaningful reports and present to Company management for recommendations and call to action.
- Propose and implement changes to the company website, which may include User Interface and Design (UI/UX).
- Assist senior management in integration and digitalisation initiatives.
- Assist management team with methodically archiving signature project works based on an internally aligned framework. Present showcase projects in engaging graphical detail.
- Assist management for the preparation of various certification processes, audits and award submissions.

Skills
- Proficient in MS Office, especially PowerPoint and Excel
- SQL
- Microsoft PowerBI
- Quick and Adaptable

Qualifications
- Local Polytechnic Diploma, Advanced Diploma in IT or equivalent
- Student pursuing an undergraduate degree in IT or equivalent are welcome.
- Experience in Data Analytics is welcome but not necessary.
- Demonstrated ability to self-learn, is a team player and task oriented.
- Singaporeans and PRs only","['Microsoft Excel', 'Archiving', 'Teaching', 'MS Office', 'PowerPoint', 'Adaptable', 'PowerBI', 'User Interface', 'SQL', 'Audits', 'Excel', 'Microsoft Power BI', 'Team Player', 'Customer Service', 'Facebook', 'Data Analytics', 'Data Visualisation']"
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
Lead AWS Data Infrastructure Engineer,"INCOME CENTRE, 75 BRAS BASAH ROAD 189557",Permanent,Professional,6 years exp,Information Technology,Monthly,"$8,500to$13,500","Income is looking for Lead Data Infrastructure Engineer to join our Data Engineering team in Singapore. Our team owns and runs the Enterprise Datalake used by thousands of users and hosted across AWS, GCP and On-Premises servers.
As a Data Infrastructure Engineer, you will design, build, maintain and improve our data infrastructure on Cloud, which enables us to make Income data driven organisation. In this role, you would also get the opportunity to work with world-class big data and cloud services, such as: AWS/GCP, Glue, Spark, DBT, Airflow, Tableau and PowerBI.
Responsibilities

Work with data engineering and machine learning teams to improve our data infrastructure for increased reliability, maintainability, and scalability.
Architect and design solutions to improve our data delivery capabilities, data quality monitoring, and data pipeline lifecycle.
Architect and administer our cloud applications such as AWS Glue, Sagemaker, LakeFormation, Iceberg Lakehouse, etc.
Managing Regression Testing Suite, Continuous Integration and Continuous deployment Pipelines.

Qualifications

Bachelors Degree in Computer Science, Information Technology or other relevant fields
6-7 years of designing and building Large Scale Infrastructure and ETL deployment and management pipelines using Terraform, Jenkins, AWS CodePipeline and AWS CodeBuild.
At least 1-2 years of team leading experience
Broad experience in SQL and Python.
Hands-on experience of writing, building and deploying Containerised applications using ECS or EKS or GKE.
Experience in cloud application architecture & administration in AWS with the stacks such as: EC2 instances, Glue, Terraform (build & manage script), Jenkins, CodePipeline, CodeBuild, RDS (PostGres) instances, S3, Airflow
Experience in Deployment and implementation of AWS Glue with basic knowledge of SQL and Python - able to read and understand.
Hands-on experience designing, building, and operationalizing large-scale enterprise data solutions and applications.
Background in in custom ETL design, implementation, and maintenance.
Hands-on experience with strong exposure to AWS CLI and BOTO3 Python libraries.
","['Big Data', 'Pipelines', 'Architect', 'SageMaker', 'Information Technology', 'Team Leading', 'EC2', 'Reliability', 'Data Engineering', 'SQL', 'Python', 'Data Visualization']"
Research Fellow  /  Research Associate (Signal Processing & Data Analytics),"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798","Contract, Full Time",Professional,2 years exp,Sciences / Laboratory / R&D,Monthly,"$4,000to$8,000","The Singtel Cognitive and Artificial Intelligence Lab for Enterprises (SCALE@NTU) invites applications for the position of Research Fellow/ Research Associate.
We are looking for a Radar Signal Processing and Data Scientist with solid knowledge and experience on design, implementation, integrate and test algorithm for radar system and AI/ML algorithms and strong interest in joining an interactive interdisciplinary team
Key Responsibilities:

Responsible for developing, integrate and implement advance radar signal processing algorithms
Develop and implement ML algorithms and tools to build machine learning and analytics platform.
Contribute in AI/ML projects from design, data processing, development, implementation, documentation, validation and optimization.
Explore new technologies for data implementation & AI adoption.
Develop visualization, dashboards and report formats according to project requirements.
Generate IP/Patents and publish high quality papers in journal and conferences

Job Requirements:

PhD/Master’s degree in electrical/electronics/computer engineering or related fields.
Prior experience of radar signal processing and beamforming techniques.
At least 2-5 years of relevant experience with machine learning algorithms, platforms and APIs
Strong foundation in mathematics, as well as familiarity with signal analysis and estimation.
Programming skills in Python, R, C++, and Matlab
Strong background in handling data and programming
Independent analytical problem-solving skills
Highly motivated, independent and able to work as a team
Willingness and ability to develop new skills
Good communication, interpersonal and critical skill.

We regret that only shortlisted candidates will be notified.","['Machine Learning', 'Biomechanics', 'Physics', 'Mathematics', 'Process Simulation', 'Artificial Intelligence', 'Chemistry', 'Characterization', 'Python', 'Publications', 'Visualization', 'Laboratory', 'C++', 'Signal Processing']"
