job_title,address,employment_type,seniority,min_experience,job_categories,salary_type,salary_range,job_description,job_skills
Enterprise Data Management Consultant / Developer,1 DEPOT CLOSE 109841,"Permanent, Full Time",Senior Executive,5 years exp,Information Technology,Monthly,"$7,000to$10,000","Project Description:Leading bank in the Asia headquartered at Singapore looking to implement enterprise wise market data management system. this system will replace banks' existing legacy application and interface with several other downstream systems to provide real time market data feed and interfaces.
Responsibilities:
- Participate in the configuration of EMDMS software solutions based on Bank's requirement.
- Responsible for their configuration and unit testing within Bank's EMDMS implementation project.
- Provide best practice guidance and technical expertise of existing Bank's ecosystem and industry experience to NeoXam PM and consultants.
- Participate in the test support activities - including support of Bank's test team to reproduce and potentially fix bugs and provide feedback to the test team.
- Identify and resolve any implementation issues post-EMDMS go-live.

Mandatory Skills Description:
- Engineering, Computing & Information System - Master's degree / Bachelor's degree or equivalent.
- 3+ years of experience with software implementation and IT Projects in the banking / financial industry within APAC region. Preferably of a financial technology vendor solution
- Strong knowledge of Banking technology ecosystems, especially for systems in scope within the EMDMS project, such as Neoxam / Murex / T24
- Capable of writing rules in scripting language comparable to VBA.
- Experience with RDBMS (SQL language), Data Modeling (conceptual/object oriented thinking).
- Understanding of Enterprise Data Management and ETL techniques and processes.
- Experience of financial data provider feeds such as Bloomberg, Refinitiv, ICE and others.
- Knowledge of financial instruments such as Equities, Fixed Income and Derivatives and rates (FX/MM).
- Project experience with involvement in multiple stages of the project development life cycle.
- Operates independently, takes initiative, good interpersonal skills and ""feels accountable"".
- Proactive and a real team player.

Nice-to-Have Skills:
Understanding of Murex/T24 or Neoxam applications","['Management Consulting', 'Bloomberg', 'Derivatives', 'Data Modeling', 'Interpersonal Skills', 'Unit Testing', 'Data Management', 'Scripting', 'ETL', 'Data Governance', 'Writing', 'Banking', 'Team Player', 'Fixed Income', 'FEED', 'Equities']"
"Team Lead (AVP), Client Static Data & Credit Limit Maintenance (Foreign Corporate Bank) [ALT]","BANK OF CHINA BUILDING, 4 BATTERY ROAD 049908","Permanent, Full Time",Manager,6 years exp,Banking and Finance,Monthly,"$6,000to$9,000","RESPONSIBILITIES:
You will be leading a team of 5 which is responsible for the following:
· New client account setup
· Monitor and timely update of client account / credit limit instructions from the internal stakeholders (front office, operations etc)
· Day end reconciliation of these instructions to ensure accuracy and completeness of these customer static data
· Preparation of periodic reports for the management

As the Team Lead, you will:
· Mentor & train junior or new team members
· Review and implement changes to the work process & systems with the aim to achieve efficiency, robust control, mitigate risks and enhance Clients’ experience
· Investigate and report discrepancies arising from transactions or system failure
· Conduct regular review on the Bank’s Business Continuity Plan (BCP) drill test scripts to maintain operations resiliency

REQUIREMENTS:
· Minimum Degree with at least 6 years of work experience in client static setup or credit limit setup of a Bank
· Able to handle high work volume and multi-task
· Demonstrated leadership experience in managing a team
· Proficient in Microsoft Office Applications; Candidates with advanced Excel or Macro skills will be advantageous
· Strong communication & interpersonal skills

Please contact Alicia Tuang at 9150 6479 or AliciaT@charterhouse.com.sg for a confidential discussion

EA License no: 16S8066 | Reg no.: R1104694

Only successful candidates will be notified.","['Leadership', 'Microsoft Office', 'Microsoft Excel', 'Business Continuity', 'Interpersonal Skills', 'Data Management', 'Advanced Excel', 'Data set', 'Project Management', 'Communication Skills', 'Team Lead', 'Banking', 'Team Leader', 'Databases', 'Financial Services', 'Data']"
 , , , , , , , , , 
"Computer Vision Algorithm Expert, Data Monetization Technology",1 RAFFLES QUAY 048583,Full Time,Professional,3 years exp,Others,Monthly,"$8,000to$16,000","Responsibilities
1. Be responsible for business content understanding of ads, e-commerce, short video, live streaming, and other related content understanding, including images, text, video, audio, etc.
2. Be responsible for data mining, feature engineering, and building machine learning models to build monetization ecology.
3. Optimize model computation efficiency and improve model stability when facing tens of millions of business data and restricted resources.
4. Based on billion scale business data, explore and implement various cutting-edge technologies, such as pre-training, self-supervised learning, few-shot learning, etc.

Qualifications
1. Bachelor's degree or above, majoring in Computer Science, Computer Engineering, Electrical Engineering, or other related fields.
2. Have at least 3 years of working experience in relevant fields.
3. Have a solid foundation with common machine learning and deep learning related techniques and algorithms (e.g. classification, clustering, regression, etc.). Be proficient with at least one deep learning framework (e.g. PyTorch, TensorFlow).
4. Be familiar with computer vision related tasks. Have rich experience in at least one aspect, such as image/video classification, object detection, image/video retrieval, OCR, image segmentation, etc.
5. Related experience in at least one of the following areas is a plus:
  1. Be familiar with NLP-related tasks. Have experience in at least one aspect, such as text classification, semantic analysis, sentiment analysis, NER, etc.
  2. Be familiar with audio-related tasks. Have experience in at least one aspect, such as ASR, AED, LID, etc.
  3. Be familiar with multimodal machine learning, large-scale pre-training, etc.
  4. Be familiar with the theory and application of graph neural networks, knowledge graphs, and have relevant experience; 
  5. Be familiar with model acceleration techniques such as pruning, quantization, distillation, etc.; Have relevant experience in deploying models using frameworks such as TensorRT.
6. Solid programming foundation. Be familiar with basic data structures and algorithms.
7. Have excellent analytical and problem-solving skills, logical thinking skills, communication and collaboration skills. Maintain curiosity about new things, and have a strong sense of responsibility, integrity and reliability.
8. Having published papers in top AI conferences or journals is a plus.","['TensorFlow', 'Machine Learning', 'AED', 'Data Structures', 'Segmentation', 'Sentiment Analysis', 'Computer Vision', 'Reliability', 'Ecology', 'Text Classification', 'Data Mining', 'PyTorch', 'Monetization', 'Electrical Engineering', 'OCR']"
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
Information Technology - Principal Technologist Data Engineering & Analytics,"TechSQ, 722 Upper Changi Road East 486854","Permanent, Full Time",Professional,7 years exp,Information Technology,Monthly,"$8,000to$16,000","Job Description

This position requires a seasoned senior software developer with advanced software engineering and distributed system development skills. He/she is comfortable in architecting and implementing custom open-source-based big-data platforms, such as those for data ingestion (both batch and near-real-time) and MLOps in AWS cloud.

Key responsibilities include:

Provide technical leadership in data engineering for guiding SIA’s data engineering and analytics team. Drive the overall technical vision and roadmap for evolving SIA’s distributed data management systems and data analytics.
Be an effective implementer, and a technical mentor for the team which will involve the following core activities:


Design and develop new systems architecture for data engineering services and their ecosystem, spanning distributed databases (relational, columnar, graph, in-memory); MLOps; orchestration (Apache Airflow); distributed stream/batch data processing or other big data technologies. Maintenance and evolution of existing on-premises and AWS cloud data warehouse/data lake systems.
Design data models for mission-critical and high-volume near-real-time and batch data; build idempotent/atomic production data pipelines to make data ingestion more robust and fault tolerant.
Develop a highly automated self-service data platform for business users.


Assist in stakeholder management and resolve resource conflicts within or between agile teams. Lead projects involving high levels of coordination among departments and business areas.
Any relevant ad-hoc duties.

Requirements

BS in Computer Science or other related discipline is required. Advanced degrees in Computer Science (PhD, MS) are highly desirable.
7 years or more of relevant industry experience in the following technical areas:


Advanced programming skills in Python. Conversant with data structures, algorithm design, and software design patterns.
Experience in building data pipelines (such as data collection, warehousing, processing, analysis, monitoring, and governance) using open-source data ingestion platforms.
At least intermediate-level knowledge and hands-on experience with AWS cloud components and best practices (serverless services like Lambda, Step Function, Glue; managed services like EMR, MSK). Solid understanding in deploying data stores such as S3, RedShift, ElastiCache, PostgreSQL, and ClickHouse; Athena/Presto SQL analytics engine.
Prior experience in modern software development is required (such as web frontend UI, backend API microservices, understanding of CI/CD and Scrum/Kanban agile development). Strong grasp on object-oriented or functional programming (using e.g. Python, Java, Scala, or C#).
Experience with commercial or open-source data ingestion platforms, including an in-depth understanding of modern ETL methodologies.


Proven experience in technical leadership. Capable of mentoring a data engineering team in delivering on multiple competing priorities with little supervision. Seasoned resource estimation, planning, and negotiation skills to work with diverse stakeholders.
Prior tech lead experience in a software development team using Agile/Scrum/Kanban methodology is a big plus.
","['ClickHouse', 'Agile', 'Data Engineering', 'EMR', 'SQL', 'Python', 'Algorithm Design', 'Java', 'Technical Leadership', 'API', 'Stakeholder Management', 'Data Analytics', 'Databases', 'Software Development', 'Agile Development']"
"Principal Specialist, Planning, Strategy & Data Analysis",80 JURONG EAST ST 21 609607,Permanent,Senior Executive,3 years exp,"Admin / Secretarial, General Management, Human Resources, Information Technology",Monthly,"$7,510to$8,600","Job Description
As Principal Specialist for Planning, Strategy & Data Analysis (PSDA), you will contribute individually as well as assist your Deputy Director to manage a small team to work on facilitating discussions and develop measures and strategies for the organisation’s needs. You should excel at communicating, engaging multiple stakeholders including government agencies, conducting evidence-based studies and analysis, and moving strategies into implementation.

Job Responsibilities

Negotiate, coordinate, and liaise with internal and external stakeholders, including the Ministry of Manpower (MOM) and Workforce Singapore (WSG).
Conduct studies of industry groups, worker segments, overall employment and employability landscape, and/or ad hoc studies as requested, to identify trends, threats, and opportunities. Craft compelling stories and data-driven recommendations from findings or insights to be presented to various stakeholders.
Support senior management with new matters that arise by making sense of emerging issues and gaps that do not fit neatly into clear categories, as well as corporate and strategy matters, including monitoring and tracking KPIs; preparation for external meetings with government agencies; analysing developments that impact the organisation.
Organise and support annual corporate planning sessions and seminars (and ad hoc brainstorming sessions) to conceptualise overall workplan and communicate corporate strategy, provide analysis and insights to support and guide management in decision-making.
Prepare and present regular reports and topical presentations to senior management, including NTUC senior management.
Oversee, plan for, maintain, and track clean data to be used for data analysis.

Job Requirements

Good interpersonal and negotiation skills
Excellent analytical, writing, and communication skills
Project management, problem-solving, and leadership skills
Meticulous, self-driven, and able to multi-task
At least 3 years’ experience in planning/policy, consultancy, or strategy formulation
","['Negotiation', 'Microsoft PowerPoint', 'Able To Multitask', 'Analytical Writing', 'Data Analysis', 'Business Analysis', 'Formulation', 'Strategy', 'Project Management', 'Communication Skills', 'Excel', 'Team Player', 'Data Visualization']"
Technical Project Manager - Data Engineering - RSM,"GUOCO TOWER, 1 WALLICH STREET 078881",Contract,Manager,5 years exp,Engineering,Monthly,"$8,000to$10,000","Role:

Understand project requirements and manage the scope and plan of the project to make sure it adheres to the timeline, budget, and scope
Translate business requirements to technical specifications, provide high-levell solution design
Drive engineering teams in building to the roadmap, managing project delivery, dependencies and risks, track deliverables, and overcome roadblocks
Handle regular stakeholder communication and project updates

Required:

5+ years of experience of managing engineering or data related projects
Work with the business users to understand business requirements and translate that to high level technical specifications
Manage and coordinate test plan, user sign off and go-live plan
Work on defining high level architecture and appreciate technical complexities required
Work with development team on effort assessment, and manage task assignments and deliverables
Comfortable working with both waterfall and agile methodologies
An understanding of data in a sophisticated enterprise system landscape, including data governance, security, quality, and standardization
Knowledge of one or more database technologies (Snowflake, Oracle, Hadoop) and experienced in Cloud Technologies
Proficiency in writing Advanced SQLs, experience with business analytics products like Tableau

Nice to have:

Experience with data science and machine learning tools and technologies is a plus
Knowledge of any programming language (Java, Python) and cloud deployments (CloudFoundry, AWS etc.) will be a plus.

Interested candidates, please share your updated resume with shirley.rajasekar@experis.com.sg or click the ""Apply now"" function.
We regret to inform you that only shortlisted candidates will be notified.

Shirley Monisha
Personnel Reg No: R22106767
Manpower Staffing Services (S) Pte Ltd
EA License No: 02C3423","['Tableau', 'Machine Learning', 'Oracle', 'Staffing Services', 'Hadoop', 'Agile Methodologies', 'ETL', 'Data Governance', 'Data Engineering', 'Python', 'Writing', 'Business Analytics', 'Data Science', 'Java', 'Project Delivery', 'Business Requirements']"
 , , , , , , , , , 
 , , , , , , , , , 
Assistant Manager - Electrical Design (Data Centre),0 Kallang Place 339213,Permanent,Middle Management,5 years exp,Engineering,Monthly,"$5,200to$6,200","Industry: Data Centre
Competitive remuneration package
Permanent role

Responsibilities:

Responsible for developing technical solutions for data centre projects, from inception to completion stage. The incumbent will be working with internal and external stakeholders to ensure projects are delivered within budget and time      requirements, and will be expected to travel for work if assigned to      overseas projects.
Execute technical qualification, planning and development of technical solutions for      pre-deals, as the Technical Solutions Manager and/or Head of Department      may direct
Manage and generate technical solutions, project cost and planning structure for prospective deal engagements and investment approvals
Obtain proposals and carry out assessment, selection, appointment, and management of consultants for the development of design and cost estimation
Support project team during the whole course of project execution, such as executing projects’ quotation and tendering process for various packages, such as main contractors, sub-contractors, vendors, suppliers etc., in accordance with      the approved procurement process
Organize and conduct meetings with stakeholders, such as clients, asset owners, consultants, contractors, vendors, suppliers etc., to address all technical related      matters during the whole course of project execution and client’s engagement
Perform tracking on the progress of solutions development and project cost, against the approved schedule during pre-project investment approval stage, for timely handover to client, asset owners and operations team respectively
Perform assessment on technical solutions, such as potential risks and mitigation measures, compliance to the requirements and standards etc.

Requirements:

Bachelor’s Degree, preferably in Electrical Engineering
Minimum 4 years of working experience in mission critical environment
Ability to carry out high level review of design drawings & documentations
Familiar with design and procurement processes
Ability to manage internal and external stakeholders, technical & non-technical

Job ID: L5YRV793

All Successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.

Kindly email your resume in a detailed Word format to carlo@peopleprofilers.com

We regret that only shortlisted candidates will be notified


People Profilers Pte Ltd
20 Cecil Street, #08-09 PLUS Building Singapore 049705
+65 6950 9747

EA Licence Number: 02C4944
Registration Number: R1100011
EA Personnel: Carlo Antonio Dela Cruz","['Feasibility Studies', 'Cecil', 'Construction', 'Lighting', 'Electrical Design', 'Data Centre environments', 'Electrical', 'Building Services', 'PLC', 'Data Centre', 'Procurement', 'Data Centre Facilities Management', 'Compliance', 'AutoCAD', 'Tendering', 'Electrical Engineering', 'Layout', 'Project Cost', 'Commissioning']"
 , , , , , , , , , 
Data Administrator (6 months contract),"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623","Contract, Full Time",Fresh/entry level,1 year exp,"Admin / Secretarial, Insurance",Monthly,"$3,000to$3,600","about the company
Our client, one of the top leading international insurance company globally.

about the job
In this position as a Data Administrator, you will be responsible for the researching, collating and updating of Insurance providers’ data so as to maintain the network providers’ data accuracy in the new provider’s database. The ideal incumbent is expected to validates provider's agreed rates, follow by uploading onto the new provider’s database and coordinate with internal stakeholders in APAC and other region to ensure signed contracts and agreed preferred rates are uploaded accurately and timely.

skills and experience required

1+ years of experience in corporate environment - Financial or Insurance industry preferred
Strong data or excel skills
Good communication & interpersonal skills
Eye for detail and proactive
Highly independent and fast learner

If the above position interest you, kindly click on the appropriate link to apply for this role.

EA: 94C3609/R132534

Applicants must be fully vaccinated or have a valid exemption in accordance with MOM’s regulations to allow them to enter the workplace. Applicants may be required to share verifiable COVID-19 vaccination documents or proof of a valid exemption at the point of offer. Randstad Pte. Limited and/or the Client reserves the right to withdraw an offer if the applicant fails to provide verifiable COVID-19 vaccination and/or proof of exemption documents.","['Microsoft Excel', 'Reserves', 'Oracle', 'Data Analysis', 'Interpersonal Skills', 'Data Management', 'Administration', 'Attention to Detail', 'Life Insurance', 'System Administration', 'Excel', 'Authentication', 'Databases', 'Insurance', 'Data', 'Insurance Portal']"
"Information Technology - Principal Technologist, Data Engineering & Analytics (Scoot)","TechSQ, 722 Upper Changi Road East 486854","Permanent, Full Time",Professional,7 years exp,Information Technology,Monthly,"$8,000to$16,000","Job Description

The successful candidate will play a lead role within the Data Engineering and Analytics team within Scoot’s Information Technology Division.

Key responsibilities include:

• Provide technical leadership in data engineering for guiding Scoot’s data engineering and analytics team. Drive the overall technical vision and roadmap for evolving Scoot’s distributed data management systems and data analytics.
• Be an effective implementer and a technical mentor for the team in the following core activities:
- Design and develop new systems architecture for data engineering services and their ecosystem, spanning distributed databases (relational, columnar, graph, in-memory); DataOps; and other big data technologies.
- Maintenance and evolution of existing GCP cloud data warehouse/data lake system.
- Design data models for mission-critical and high-volume near-real-time and batch data; build idempotent/atomic production data pipelines to make data ingestion more robust and fault tolerant.
• Assist in the stakeholder management and resolve resource conflicts within or between agile teams. Lead projects involving high level of coordination among departments and business areas.
• Any relevant ad-hoc duties.


Requirements

• BS in Computer Science or other related discipline is required. Advanced degrees in Computer Science (PhD, MS) are highly desirable.
• 7 years or more relevant industry experience in the following technical areas:
- Advanced programming skills in Python. Conversant with data structures and algorithm design.
- Experience in building data pipelines (including data collection, warehousing, processing, analysis, monitoring, and governance) using data ingestion platforms.
- At least intermediate-level knowledge and experience with  GCP cloud components and best practices.
- Good understanding in deploying data stores such as S3, GCS and BigQuery.
- Prior experience in modern software development is required (such as web frontend UI, backend API microservices, understanding of CI/CD and Scrum/Kanban agile development). 
- Experience with data ingestion platforms, including an in-depth understanding of modern ETL methodologies.
• Proven experience in technical leadership. Capable of mentoring a team in delivering on multiple competing priorities with little supervision. Seasoned resource estimation, planning, and negotiation skills to work with diverse stakeholders.
• Prior experience with managing software development teams using Agile/Scrum/Kanban methodology is a big plus.","['Warehousing', 'Data Structures', 'Agile', 'Information Technology', 'Data Engineering', 'Python', 'Algorithm Design', 'GCP', 'Technical Leadership', 'API', 'Stakeholder Management', 'Data Analytics', 'S3', 'Databases', 'Software Development', 'Agile Development']"
 , , , , , , , , , 
 , , , , , , , , , 
 , , , , , , , , , 
9866 - Regional Project Manager ( DCIM and BMS  /  Data Centre ),"SHENTON HOUSE, 3 SHENTON WAY 068805",Full Time,Manager,7 years exp,Engineering,Monthly,"$7,000to$10,000","Regional Project Manager

Working day / time: Monday to Friday | 9am to 6pm
Salary: $7k to $10k
Location: Ubi

Job Description:

The Regional Project Manager is responsible for leading and delivering data center
infrastructure management (DCIM) and building management system (BMS) projects across multiple locations in the region. This includes overseeing the design, implementation, and maintenance of systems and processes that support the day-to-day operations of the data center and the building.

Responsibilities:

• Lead cross-functional project teams to ensure successful delivery of DCIM and BMS projects across multiple locations in the region
• Develop project schedules, budgets, and resource plans, and monitor progress to ensure that projects are delivered on time and within budget
• Coordinate with stakeholders across different locations to gather requirements and develop project plans that meet their needs
• Oversee the implementation and integration of DCIM and BMS technologies, including monitoring, power management, and asset management systems, HVAC, lighting, and security systems
• Develop and maintain project documentation, including project plans, status reports, and change requests
• Monitor project risks and issues, and develop mitigation plans to address any challenges that arise
• Ensure that all projects are delivered in accordance with IT policies, standards, and procedures
• Provide regular project updates to senior management, stakeholders, and project teams
• Stay up-to-date with the latest industry trends and best practices, and identify opportunities to improve the DCIM and BMS project management process across the region.

Requirements:

• Bachelor's degree in Computer Science, Engineering, Business Administration, or equivalent.
• At least 7 years of experience in project management, with a focus on data center infrastructure management (DCIM) and building management system (BMS) projects, and experience managing projects across multiple locations
• PMP, Prince2, or other project management certification preferred
• Strong knowledge of DCIM and BMS technologies, including monitoring, power management, asset management, HVAC, lighting, and security systems
• Experience with project management methodologies, such as Agile and Waterfall

Karen Lee Kai En    Reg No: R22108159 
The Supreme Hr Advisory Pte Ltd   EA No: 14C7279","['Budgets', 'Asset Management', 'Lighting', 'Data Center', 'PRINCE2', 'Agile', 'HVAC', 'Administration', 'Power Management', 'Project Management', 'PMP']"
1 Year Senior Data Analyst (Local Bank) #BBZ,"NGEE ANN CITY, 391A ORCHARD ROAD 238873","Contract, Full Time",Senior Executive,5 years exp,Banking and Finance,Monthly,"$5,500to$7,000","Job Responsibilities

Identify and extract key data insights to address business pain points
Support data transformation initiatives to establish scope, timelines, ownership, and dependencies for each data analytic stream, track and report the progress
Coordinate with various internal and external business stakeholders to ensure smooth data-to-insights conversion


Requirements: 

Work experience of more than 5  years as a Data Analyst with proven track record of running data projects with different stakeholders
A good understanding of data management and analytics, know programming like SQL, Python, with general financial industry knowledge
Good communication and interpersonal skills to effectively interact with internal and external stakeholders of all levels



CEI no.: Jerlin Aw Bi Zhi (R1218675)
Recruit Express Pte Ltd
EA Licence no.: 99C4599","['HTML + CSS', 'Excel Macro', 'Dashboard', 'Interpersonal Skills', 'HTML', 'Data Transformation', 'Data Management', 'Advanced Excel', 'SQL', 'Python', 'Excel VBA', 'metrics dashboard']"
Snr Consultant (Data Engineer  /  ETL  /  BI),"MIDVIEW CITY, 24 SIN MING LANE 573970",Permanent,Senior Executive,3 years exp,"Consulting, Customer Service, Information Technology",Monthly,"$5,000to$12,000","Job Highlights

Work Life Balance, Hybrid Work From Home
Fun Working Environment & Attractive Benefits Package
Career Development Within a MNC Company

Job Description
As the leading analytics provider in APAC and part of our Company's growth, we are looking for dynamic, motivated, and dedicated individuals to be part of our team in Singapore. If you have the right skill set, driven, willing to learn and demonstrates a can-do attitude, come join us ! We welcome candidates of all levels.

Responsibilities
· Deliver end-to-end Business Intelligence, Analytics and Data Management solutions to customer
· Work with the larger team in technical design sessions to define data definition, data and analytics solution requirements and specifications
· Analyse business requirements, designing, developing, testing & supporting application and Data warehouses from build to production (including proof-of-concept)
· Ability to develop test plans and lead testing cycles
· Provide product and application support and maintenance when needed
· Actively participates in defining solution options and selecting the appropriate BI, Analytics and Data Management solution
· Development of ETL pipelines, data management and BI platform
· Ensures appropriate documentation, customer involvement and sign-off
· Develop development framework and assign development effort to team members
· Actively leads and manages team members to a successful project

Requirements
· Diploma/Degree in Computer Science / Computer Engineering / Information Technology related field or IT equivalent
· Have 3 - 5 years’ experience in Business Intelligence/Data Warehouse/Analytics / Big Data Projects involving in requirements gathering designing, development, deployment, conducting knowledge transfer and post deployment support
· Have 3 - 5 years’ experience with ETL, Business Intelligence and Visualization Tools
· Have experience with Data Modelling using dimensional modelling techniques and designing the metadata layer for self-service analytics
· Have experience actively leading and managing a team of 3 to 5 members
· Independent with ability to work effectively in a team and who takes initiative and engages their colleagues
· Excellent communication and interpersonal skills with ability to communicate with clarity and confidence with colleagues and customers
· Likes technology, taking initiative to learn more and share knowledge with juniors and within the team
· Proven abilities to take initiative, innovative and the ability to develop creative solutions for challenging client needs

Additional knowledge it would be great to have:
· SAP related skillsets S/4 HANA, SAP Analytics Cloud, SAP BW
· Cloud and network concepts
· Databases such as MariaDB, MySQL, PostgreSQL
· Programming languages such as Java, Python, ASP.Net with C#.Net or VB.Net
· AWS, Azure or Google Cloud Platform services and products","['Leadership', 'Business Intelligence', 'Data modelling', 'PostgreSQL', 'Azure', 'Big Data', 'AWS', 'MySQL', 'ETL', 'MariaDB', 'SAP HANA', 'SAP', 'ASP.NET', 'Analytics', 'Data Warehouse Architecture', 'VB.NET', 'Communications', 'Java', 'API', 'Databases']"
Business Analyst (Data Migration) | Insurance | Contract,"GUOCO TOWER, 1 WALLICH STREET 078881",Contract,Professional,5 years exp,Information Technology,Monthly,"$12,000to$15,000","Principal responsibilities

Using storyboarding, task analysis, user research tasks and whatever appropriate to capture and develop user requirements
Support and engage with cross functional/business and multi-channel teams with minimum to no direct line responsibility for those individuals
Assisting with the creation and design of process flows, journey maps, etc. that can facilitate the understanding of sales customer journey
Liaising with relevant business teams, technology teams, digital teams, legal, risk and compliance teams, to document requirements, provide design options and recommendations
Identifying opportunities & drive requirement gathering/delivery for approval processing through data automation and workflow automation
Collaborate with developers and subject matter experts in ensuring user stories are developed correctly and meet acceptance criteria
Identify and document scenarios and user acceptance criteria and assist the test manager for the User Acceptance Test completion
Assist the business parties with the change management activities to ensure successful project implementation

Job Requirements

Bachelor's degree in Computer Science or any related discipline
Minimum 5 years of hands-on experience working as BA in either Data migration projects (for Life Insurance)
Hands-on experience working on Life Insurance Policy Admin, good understanding of policy lifecycle & various business processes involved.
Agile methodology and ways of working experience
Ability to build good relationships with stakeholders based on a good understanding of their objectives and the services they require to meet those objectives
Ability to think innovatively to find creative solutions, with a proactive approach to problem solving
Excellent analytical skills and the ability to operate effectively with ambiguous and incomplete data
Experience in developing business case, business requirements, and impact assessments
Awareness of the testing process and experience of performing testing
Experience of process improvement and LEAN thinking methodologies

Interested candidates may send in their resume and cover letter directly to gem.cabria@manpower.com.sg (R1434374), stating the position as the subject title in the email.
Jireli Gem Mejia Cabria | EA License No. 02C3423 | Personnel Registration No. R1434374

Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy

","['Analytical Skills', 'Change Management', 'Process Improvement', 'User Stories', 'Problem Solving', 'Agile Methodology', 'Data Migration', 'Compliance', 'Life Insurance', 'User Research', 'Task Analysis', 'Testing Process', 'Storyboarding', 'Business Requirements']"
 , , , , , , , , , 
 , , , , , , , , , 
Data Scientist - Natural Language Processing,"VISION EXCHANGE, 2 VENTURE DRIVE 608526",Full Time,Executive,3 years exp,Sciences / Laboratory / R&D,Monthly,"$4,000to$8,000","Job Summary:
Biofourmis is looking for Data Scientists in the field of natural language processing (NLP) to join our Data Science team. The ideal candidate should have passion to use healthcare data and advanced machine learning techniques to build services for patients and caregivers. At Biofourmis, we are building end-to-end services that integrate seamlessly into the lives of patients via multiple touchpoints to improve patients’ quality of life and outcomes.
Responsibilities:

Conducting cutting-edge research on NLP algorithms, especially the application in the medical context.
Developing state-of-the-art NLP algorithms in the medical context. Algorithms are designed to extract/categorise/understand key information including doctor’s diagnosis, recommendations, outcome, endpoints from free-form clinical texts (or electronic medical records) which contains acronyms, abbreviations and typing errors.
Documenting clearly on how algorithms have been designed, implemented, verified and validated.

Experience / Training:

Hands on experience in building natural language processing models and tools, including machine learning / deep learning models such as BERT, Transformer-XL, etc.
Knowledge in medical semantic technology; background in or exposure to healthcare data, human physiology or cardiology is preferred.
Publishing papers in top AI conferences or journals is a plus, including but not limited to ACL, NAACL, EMNLP, EACL, ICML, ICLR, NeurIPS, KDD, AAAI, IJCAI, etc.

Education:

PhD in Computer Science, or related fields with strong coding skills.

Skills:

Hands on experience with development of natural language processing solutions including but not limited to semantic analysis, intention recognition, human-machine dialogue, named entity recognition, clustering, etc.
Proficient with natural language processing deep learning architectures, such as BERT, Transformer-XL, GPT2, etc.; Familar with transfer learning and able to modify the underlying logics of those architectures.
Experience with medical NLP in any type of clinical texts (such as electronic medical records) is a plus.
Good research ability and critical thinking skills.
Excellent written and verbal communication skills
","['Machine Learning', 'Product Innovation', 'Natural Language Processing', 'NLTK', 'Healthcare', 'Critical Thinking', 'FMCG', 'Publishing', 'Python', 'Algorithm Design', 'Statistics', 'Data Science', 'Medical Records', 'Django', 'Cardiology']"
